origin,destination,distance,origin_lat,origin_lon,dest_lat,dest_lon,season,day_of_week,hour,is_weekend,is_peak_hour,user_profile,user_age,user_income,price_sensitivity,time_priority,comfort_priority,transport_type,available_train,available_bus,available_flight,base_demand,seasonal_multiplier,weather_factor,special_event,actual_price,actual_time,user_satisfaction
Palermo,Roma,427.493249833183,38.1157,13.3613,41.9028,12.4964,winter,2,9,False,True,leisure,57,31666.50803995353,0.8,0.4,0.6,flight,False,False,True,1.1447939117376147,0.85,0.8735351297915169,0,84.23,3.38,0.606
Venezia,Torino,364.5875038455494,45.4408,12.3155,45.0703,7.6869,spring,1,11,False,False,leisure,26,45736.04156312515,0.8,0.4,0.6,bus,False,True,False,1.145558505845786,1.05,0.9620096372340953,1,44.13,4.74,0.732
Perugia,Bari,430.87804383975475,43.1107,12.3908,41.1177,16.8719,summer,4,11,False,False,leisure,63,45782.982465888876,0.8,0.4,0.6,bus,False,True,False,1.2045742397780008,1.25,1.1212269870290141,0,56.71,6.47,0.618
Salerno,Pisa,493.4766220554135,40.6824,14.7681,43.7228,10.4017,autumn,3,15,False,False,budget,33,24811.42997300929,0.95,0.2,0.3,bus,False,True,False,0.8747080482644032,0.95,1.1792766209885155,0,39.12,7.53,0.684
Milano,Reggio Calabria,976.9015131518594,45.4642,9.19,38.1061,15.6444,summer,4,17,False,True,budget,51,21594.17039364762,0.95,0.2,0.3,bus,False,True,False,0.9575294412499479,1.25,0.8870298917328588,0,83.88,16.63,0.429
Pisa,Catania,795.7243573823894,43.7228,10.4017,37.5079,15.083,winter,0,17,False,True,leisure,26,32610.612202660886,0.8,0.4,0.6,bus,False,True,False,0.7195202103325067,0.85,0.9867146657508903,0,47.34,13.32,0.516
Pisa,Bologna,114.07757628795046,43.7228,10.4017,44.4949,11.3426,summer,4,20,False,False,budget,53,29277.21648496917,0.95,0.2,0.3,bus,False,True,False,1.319212079946244,1.25,0.9990620545450706,1,16.63,1.81,0.893
Torino,Napoli,711.4934057926147,45.0703,7.6869,40.8518,14.2681,summer,0,16,False,False,leisure,56,35790.90451745816,0.8,0.4,0.6,bus,False,True,False,1.593397404280318,1.25,0.8311827924950397,0,76.01,8.86,0.368
Pisa,Perugia,174.47430545458167,43.7228,10.4017,43.1107,12.3908,summer,4,6,False,False,budget,70,25732.442194030416,0.95,0.2,0.3,bus,False,True,False,1.078075365393207,1.25,1.006614590044148,0,16.94,2.44,0.876
Venezia,Bari,605.689621601483,45.4408,12.3155,41.1177,16.8719,winter,3,22,False,False,leisure,43,46938.37576901371,0.8,0.4,0.6,bus,False,True,False,0.6532125159788562,0.85,0.96299505116871,0,34.17,8.53,0.579
Verona,Palermo,837.5144249824892,45.4384,10.9916,38.1157,13.3613,spring,2,17,False,True,business,27,52797.758427605586,0.2,0.9,0.8,bus,False,True,False,1.5041940520566628,1.05,0.8250559972474,1,96.84,13.65,0.143
Brescia,Cagliari,708.1698769120402,45.5416,10.2118,39.2238,9.1217,autumn,3,13,False,False,business,26,75458.7598868449,0.2,0.9,0.8,bus,False,True,False,0.7073912905119063,0.95,1.0719496105327484,0,54.1,8.37,0.243
Verona,Cagliari,707.863215604928,45.4384,10.9916,39.2238,9.1217,summer,3,22,False,False,business,55,64288.60984876341,0.2,0.9,0.8,bus,False,True,False,1.171093657842716,1.25,1.0614411876155452,0,81.0,9.6,0.152
Salerno,Firenze,448.7734526327139,40.6824,14.7681,43.7696,11.2558,spring,1,9,False,True,budget,34,25663.52131195933,0.95,0.2,0.3,bus,False,True,False,1.716542739779096,1.05,0.8198270306066676,1,52.66,7.25,0.643
Genova,Salerno,631.2688648162354,44.4056,8.9463,40.6824,14.7681,autumn,3,6,False,False,business,26,51698.65647701948,0.2,0.9,0.8,bus,False,True,False,0.6608902439480848,0.95,1.0891696706754632,0,47.39,8.09,0.307
Pisa,Torino,262.60434927207007,43.7228,10.4017,45.0703,7.6869,winter,3,19,False,True,budget,57,25232.10700957262,0.95,0.2,0.3,bus,False,True,False,0.776335984706919,0.85,1.1493734863636194,1,22.47,5.28,0.803
Milano,Perugia,365.17690448297157,45.4642,9.19,43.1107,12.3908,summer,1,8,False,True,business,19,52397.77541954803,0.2,0.9,0.8,bus,False,True,False,1.2956424396342519,1.25,0.9681951561997901,0,44.33,6.45,0.457
Venezia,Perugia,259.1646081776268,45.4408,12.3155,43.1107,12.3908,spring,2,12,False,False,business,36,45939.236573022165,0.2,0.9,0.8,bus,False,True,False,0.7960592722672135,1.05,0.8455190180714602,0,17.43,3.86,0.711
Roma,Genova,400.4015602913786,41.9028,12.4964,44.4056,8.9463,winter,6,12,True,False,leisure,56,48429.69638356706,0.8,0.4,0.6,bus,False,True,False,0.7842824166830904,0.85,0.8089715601240846,1,29.4,5.14,0.72
Firenze,Reggio Calabria,729.4469658878077,43.7696,11.2558,38.1061,15.6444,autumn,1,18,False,True,business,26,53110.93028739929,0.2,0.9,0.8,bus,False,True,False,0.6764543466761507,0.95,0.9295604482076965,0,39.86,10.07,0.134
Napoli,Salerno,46.12887918330604,40.8518,14.2681,40.6824,14.7681,winter,6,17,True,True,leisure,38,46295.51314046265,0.8,0.4,0.6,bus,True,True,False,0.7229271205252256,0.85,0.9270721625407994,1,3.62,1.02,0.922
Salerno,Perugia,334.0688317641506,40.6824,14.7681,43.1107,12.3908,spring,2,20,False,False,budget,67,18463.46276804786,0.95,0.2,0.3,bus,False,True,False,0.9264254362608704,1.05,0.9099038724761145,0,26.22,4.22,0.79
Catania,Salerno,354.03202119450594,37.5079,15.083,40.6824,14.7681,spring,0,17,False,True,budget,67,22098.107488671812,0.95,0.2,0.3,bus,False,True,False,1.0050646726749803,1.05,1.0199967820261802,0,32.22,5.41,0.767
Milano,Torino,125.518515153077,45.4642,9.19,45.0703,7.6869,winter,2,14,False,False,budget,21,18428.779204397764,0.95,0.2,0.3,bus,True,True,False,0.6866822087524879,0.85,0.9866782484651009,0,6.9,1.76,0.865
Napoli,Torino,711.4934057926147,40.8518,14.2681,45.0703,7.6869,winter,4,19,False,True,leisure,44,47811.79764522301,0.8,0.4,0.6,bus,False,True,False,0.7746033821008044,0.85,1.042798169963886,0,40.77,11.64,0.517
Verona,Pisa,196.4021318534141,45.4384,10.9916,43.7228,10.4017,winter,3,8,False,True,budget,44,27801.707766050706,0.95,0.2,0.3,bus,False,True,False,0.6867603270795024,0.85,0.8306024598957189,0,9.31,2.95,0.882
Pisa,Brescia,202.79863224408572,43.7228,10.4017,45.5416,10.2118,autumn,5,11,True,False,leisure,39,35077.5742233895,0.8,0.4,0.6,bus,False,True,False,0.8293430865825405,0.95,1.1141503796078545,0,17.63,3.18,0.916
Catania,Napoli,378.39536111510535,37.5079,15.083,40.8518,14.2681,spring,1,21,False,False,budget,40,26951.26713778281,0.95,0.2,0.3,bus,False,True,False,1.2152935435488912,1.05,1.0718796063969078,0,38.13,5.58,0.725
Verona,Genova,197.77884609135177,45.4384,10.9916,44.4056,8.9463,spring,6,17,True,True,business,34,73506.44559280998,0.2,0.9,0.8,bus,False,True,False,1.6883135044716646,1.05,1.1743546478258502,1,39.86,3.25,0.776
Roma,Palermo,427.493249833183,41.9028,12.4964,38.1157,13.3613,summer,4,11,False,False,budget,24,28128.21991175428,0.95,0.2,0.3,flight,False,False,True,1.5461678882802903,1.25,1.1340102113295552,0,187.83,2.91,0.068
Firenze,Torino,318.1646173611902,43.7696,11.2558,45.0703,7.6869,winter,5,13,True,False,leisure,61,25960.849225370097,0.8,0.4,0.6,bus,False,True,False,0.9999126079888153,0.85,0.9632503572303577,0,24.24,4.32,0.836
Genova,Napoli,587.7428508695716,44.4056,8.9463,40.8518,14.2681,autumn,0,7,False,False,leisure,22,34841.384761447865,0.8,0.4,0.6,bus,False,True,False,1.0471508389855586,0.95,0.8520799957233474,0,41.95,6.59,0.61
Roma,Milano,476.88468435616534,41.9028,12.4964,45.4642,9.19,winter,6,21,True,False,business,70,55447.8286306993,0.2,0.9,0.8,bus,False,True,False,1.2708332072289032,0.85,1.0233470694996012,1,59.1,5.47,0.542
Brescia,Bari,729.0395435734436,45.5416,10.2118,41.1177,16.8719,summer,6,21,True,False,budget,19,20421.37051347224,0.95,0.2,0.3,bus,False,True,False,1.6897563845693866,1.25,0.834474386784262,0,88.46,10.43,0.408
Perugia,Reggio Calabria,620.4443506941549,43.1107,12.3908,38.1061,15.6444,winter,6,10,True,False,budget,28,24678.65970006409,0.95,0.2,0.3,bus,False,True,False,0.5582789036520556,0.85,1.1142954887134138,0,44.21,9.94,0.636
Salerno,Verona,611.2265733426046,40.6824,14.7681,45.4384,10.9916,autumn,1,22,False,False,budget,51,17149.36285187504,0.95,0.2,0.3,bus,False,True,False,1.020958869680214,0.95,0.9145955721055546,0,44.44,7.21,0.715
Bari,Bologna,586.6894487885468,41.1177,16.8719,44.4949,11.3426,autumn,6,10,True,False,budget,31,26581.8480511558,0.95,0.2,0.3,bus,False,True,False,1.1976468567291756,0.95,1.168271129002862,0,59.8,7.95,0.643
Perugia,Milano,365.17690448297157,43.1107,12.3908,45.4642,9.19,winter,3,8,False,True,leisure,50,26574.976140307183,0.8,0.4,0.6,bus,False,True,False,1.1565018968620755,0.85,0.9433971611019909,0,26.52,5.12,0.719
Torino,Roma,523.8515931199344,45.0703,7.6869,41.9028,12.4964,winter,4,12,False,False,budget,61,19143.73731987925,0.95,0.2,0.3,bus,False,True,False,1.0605869311214173,0.85,0.8381706670833262,0,33.04,6.8,0.775
Torino,Palermo,905.3689720665883,45.0703,7.6869,38.1157,13.3613,spring,1,17,False,True,business,30,68873.57536452042,0.2,0.9,0.8,bus,False,True,False,1.4644261232460871,1.05,1.0754730729606128,0,108.24,15.24,0.091
Verona,Reggio Calabria,901.6059007911867,45.4384,10.9916,38.1061,15.6444,winter,4,15,False,False,leisure,61,33348.70012520713,0.8,0.4,0.6,bus,False,True,False,0.4124875905549758,0.85,1.1779631899205016,0,47.21,13.25,0.441
Reggio Calabria,Perugia,620.4443506941549,38.1061,15.6444,43.1107,12.3908,spring,5,14,True,False,business,37,44040.2343318845,0.2,0.9,0.8,bus,False,True,False,1.0889997346488998,1.05,0.8345905014375035,0,55.75,8.9,0.213
Perugia,Genova,311.826995976702,43.1107,12.3908,44.4056,8.9463,winter,4,12,False,False,budget,35,29079.48511068645,0.95,0.2,0.3,bus,False,True,False,0.6092603090622977,0.85,0.9192074204867153,0,16.56,4.02,0.899
Firenze,Pisa,68.80517205790444,43.7696,11.2558,43.7228,10.4017,autumn,4,19,False,True,leisure,62,46479.93260807814,0.8,0.4,0.6,train,True,True,False,0.898784955149399,0.95,0.8277509117119572,0,7.36,1.19,0.892
Verona,Bologna,108.48538569355279,45.4384,10.9916,44.4949,11.3426,winter,6,6,True,False,leisure,48,36907.82062525565,0.8,0.4,0.6,bus,False,True,False,0.8771929434495948,0.85,0.9392544718403371,0,6.91,1.36,0.942
Napoli,Firenze,408.12561110051274,40.8518,14.2681,43.7696,11.2558,spring,1,11,False,False,budget,23,28261.715666020296,0.95,0.2,0.3,bus,False,True,False,1.628385208660937,1.05,0.9740387570729819,0,40.69,5.15,0.764
Palermo,Genova,790.4894382572269,38.1157,13.3613,44.4056,8.9463,spring,2,16,False,False,leisure,69,44656.767304140565,0.8,0.4,0.6,bus,False,True,False,0.9035835301516056,1.05,1.0192676875255486,0,65.86,8.88,0.472
Genova,Pisa,138.87451511067653,44.4056,8.9463,43.7228,10.4017,autumn,6,21,True,False,budget,33,17218.98952053937,0.95,0.2,0.3,bus,False,True,False,1.0316734148331637,0.95,0.9349665567691225,0,12.55,2.14,0.884
Pisa,Reggio Calabria,763.91751086906,43.7228,10.4017,38.1061,15.6444,autumn,2,22,False,False,budget,58,25081.35345963778,0.95,0.2,0.3,bus,False,True,False,0.560152861382206,0.95,0.8835081142005045,0,41.89,8.82,0.663
Salerno,Cagliari,507.77064634410397,40.6824,14.7681,39.2238,9.1217,winter,4,21,False,False,leisure,67,48136.52320563956,0.8,0.4,0.6,bus,False,True,False,0.5288515017117918,0.85,1.0416234776030728,0,27.49,7.49,0.616
Reggio Calabria,Bologna,795.8249306427862,38.1061,15.6444,44.4949,11.3426,winter,5,19,True,True,leisure,34,38159.73905244803,0.8,0.4,0.6,bus,False,True,False,1.0563937072380047,0.85,0.8147021083713816,0,53.95,10.65,0.475
Verona,Reggio Calabria,901.6059007911867,45.4384,10.9916,38.1061,15.6444,spring,3,7,False,False,budget,21,26681.48437960415,0.95,0.2,0.3,bus,False,True,False,0.6086912939551005,1.05,1.0233299886264309,0,65.83,13.02,0.572
Verona,Cagliari,707.863215604928,45.4384,10.9916,39.2238,9.1217,winter,4,11,False,False,business,33,65630.75174754544,0.2,0.9,0.8,bus,False,True,False,0.5666651445663365,0.85,1.0062060097830825,0,38.76,8.55,0.311
Genova,Catania,923.4070866903812,44.4056,8.9463,37.5079,15.083,autumn,4,7,False,False,budget,43,27661.189657224968,0.95,0.2,0.3,bus,False,True,False,0.7599984731271875,0.95,0.9758137345998069,1,71.51,12.36,0.497
Genova,Cagliari,576.3727752586188,44.4056,8.9463,39.2238,9.1217,summer,5,12,True,False,leisure,40,44917.684246324185,0.8,0.4,0.6,bus,False,True,False,1.3932098704481117,1.25,1.1013095669797166,0,80.91,7.85,0.413
Salerno,Catania,354.03202119450594,40.6824,14.7681,37.5079,15.083,autumn,2,10,False,False,business,33,55126.14134853829,0.2,0.9,0.8,bus,False,True,False,0.7051690069598365,0.95,1.1635261145480238,1,32.17,4.98,0.569
Bologna,Salerno,508.1775127667676,44.4949,11.3426,40.6824,14.7681,summer,6,20,True,False,budget,43,16702.56075175956,0.95,0.2,0.3,bus,False,True,False,1.2834844450310574,1.25,1.0584239093186312,0,66.75,7.34,0.543
Brescia,Verona,61.85990719992917,45.5416,10.2118,45.4384,10.9916,autumn,2,6,False,False,budget,41,17261.388833310608,0.95,0.2,0.3,bus,True,True,False,0.9627329298865015,0.95,1.0746018576172998,0,4.54,0.92,0.939
Firenze,Perugia,117.32395682129624,43.7696,11.2558,43.1107,12.3908,autumn,5,21,True,False,leisure,68,48156.7618227153,0.8,0.4,0.6,bus,False,True,False,0.9519737180920056,0.95,1.0614997400613393,0,11.52,1.83,0.937
Verona,Roma,411.32750621093555,45.4384,10.9916,41.9028,12.4964,summer,6,18,True,True,business,68,45752.45913373406,0.2,0.9,0.8,bus,False,True,False,3.029695429219664,1.25,1.0478064868735748,0,94.83,6.96,0.395
Milano,Firenze,249.4643680963005,45.4642,9.19,43.7696,11.2558,spring,2,14,False,False,business,27,60184.95678859275,0.2,0.9,0.8,bus,False,True,False,1.4852731498303229,1.05,0.8944378421043692,0,23.06,3.48,0.737
Catania,Venezia,911.5757951888478,37.5079,15.083,45.4408,12.3155,autumn,0,18,False,True,business,30,68590.99927881711,0.2,0.9,0.8,bus,False,True,False,1.4663247121504792,0.95,1.0113047785169134,1,114.3,15.46,0.124
Brescia,Perugia,321.07389287701164,45.5416,10.2118,43.1107,12.3908,summer,4,9,False,True,budget,54,27502.68254604109,0.95,0.2,0.3,bus,False,True,False,1.3575766695079055,1.25,0.9129479059421454,0,36.61,5.63,0.77
Milano,Catania,1011.0699862116215,45.4642,9.19,37.5079,15.083,spring,3,9,False,True,business,52,54998.06862977635,0.2,0.9,0.8,bus,False,True,False,0.9932381611695558,1.05,1.0827604569681593,1,108.88,16.66,0.097
Brescia,Verona,61.85990719992917,45.5416,10.2118,45.4384,10.9916,summer,0,12,False,False,budget,66,26718.79563333392,0.95,0.2,0.3,bus,True,True,False,1.4650722708221802,1.25,1.0694912440705657,0,8.32,0.97,0.856
Salerno,Pisa,493.4766220554135,40.6824,14.7681,43.7228,10.4017,winter,5,14,True,False,business,64,68346.76105104698,0.2,0.9,0.8,bus,False,True,False,0.761452238581267,0.85,1.116587734674574,0,38.55,6.41,0.514
Genova,Perugia,311.826995976702,44.4056,8.9463,43.1107,12.3908,spring,3,18,False,True,leisure,20,37611.23615371172,0.8,0.4,0.6,bus,False,True,False,1.1378027346956223,1.05,1.1951376179138593,0,33.25,5.49,0.71
Salerno,Palermo,309.93490636008715,40.6824,14.7681,38.1157,13.3613,winter,2,16,False,False,budget,61,20281.44276875254,0.95,0.2,0.3,bus,False,True,False,0.8313919697203134,0.85,1.1528210783229906,0,20.79,4.38,0.892
Napoli,Verona,574.9982642481359,40.8518,14.2681,45.4384,10.9916,winter,2,17,False,True,business,70,71045.60395255576,0.2,0.9,0.8,bus,False,True,False,0.9341750645736819,0.85,1.0118852956073194,1,47.86,7.86,0.332
Bologna,Milano,200.6962929151698,44.4949,11.3426,45.4642,9.19,spring,6,20,True,False,leisure,23,45783.26074598012,0.8,0.4,0.6,train,True,True,False,1.8614133822449934,1.05,0.9013570006248189,0,48.23,1.91,0.86
Venezia,Napoli,534.2505044970145,45.4408,12.3155,40.8518,14.2681,spring,3,18,False,True,business,36,48984.53978951558,0.2,0.9,0.8,bus,False,True,False,1.5932420145891597,1.05,1.1612615896487652,0,65.47,10.5,0.152
Milano,Firenze,249.4643680963005,45.4642,9.19,43.7696,11.2558,spring,6,11,True,False,leisure,30,36233.06354332903,0.8,0.4,0.6,bus,False,True,False,1.8942957006069208,1.05,0.9695582699564601,0,30.74,3.49,0.798
Bologna,Catania,837.6836552084434,44.4949,11.3426,37.5079,15.083,spring,3,19,False,True,business,32,41281.21482211715,0.2,0.9,0.8,bus,False,True,False,1.034840275831814,1.05,0.9644040823803753,0,69.78,14.25,0.086
Torino,Bari,864.8923493150704,45.0703,7.6869,41.1177,16.8719,winter,0,10,False,False,budget,22,27290.771717518903,0.95,0.2,0.3,bus,False,True,False,0.6520546190822242,0.85,0.9789154371358958,0,47.42,12.54,0.575
Napoli,Palermo,314.03026678690725,40.8518,14.2681,38.1157,13.3613,summer,6,18,True,True,leisure,32,35861.999884116405,0.8,0.4,0.6,bus,False,True,False,2.6066409893316833,1.25,1.1790911743920613,0,75.84,6.45,0.528
Roma,Palermo,427.493249833183,41.9028,12.4964,38.1157,13.3613,spring,1,11,False,False,business,29,52248.25468732249,0.2,0.9,0.8,flight,False,False,True,1.1313769483946001,1.05,0.9534358876474851,0,124.6,2.68,0.739
Salerno,Brescia,654.5268007886989,40.6824,14.7681,45.5416,10.2118,spring,0,11,False,False,leisure,60,31298.236200833988,0.8,0.4,0.6,bus,False,True,False,0.8082176440373248,1.05,0.8288212901946489,0,37.39,8.01,0.65
Catania,Brescia,980.5582658323374,37.5079,15.083,45.5416,10.2118,summer,5,19,True,True,budget,68,29577.559229189697,0.95,0.2,0.3,bus,False,True,False,1.4874079722358666,1.25,1.1044516294543751,0,167.65,14.12,0.14
Brescia,Catania,980.5582658323374,45.5416,10.2118,37.5079,15.083,summer,3,6,False,False,business,33,51421.20265674085,0.2,0.9,0.8,bus,False,True,False,1.1144958766319564,1.25,0.8776855416636001,1,110.85,10.97,0.129
Salerno,Palermo,309.93490636008715,40.6824,14.7681,38.1157,13.3613,autumn,6,21,True,False,business,18,61366.780724848584,0.2,0.9,0.8,bus,False,True,False,1.1676068098866756,0.95,0.8724910763547805,0,23.33,4.04,0.758
Brescia,Palermo,865.7844690882073,45.5416,10.2118,38.1157,13.3613,winter,2,15,False,False,business,57,75183.49085014992,0.2,0.9,0.8,bus,False,True,False,0.7853274029450722,0.85,0.8837140623831127,0,44.49,12.0,0.197
Torino,Cagliari,660.743062984824,45.0703,7.6869,39.2238,9.1217,winter,2,9,False,True,budget,57,24484.080734062845,0.95,0.2,0.3,bus,False,True,False,0.6794787576033562,0.85,0.8658958192687978,0,32.51,9.87,0.687
Bologna,Reggio Calabria,795.8249306427862,44.4949,11.3426,38.1061,15.6444,summer,3,7,False,False,budget,36,26313.293811479183,0.95,0.2,0.3,bus,False,True,False,0.903338466674819,1.25,0.9302052015730691,1,97.86,10.41,0.329
Bologna,Torino,295.50471306375,44.4949,11.3426,45.0703,7.6869,spring,3,8,False,True,business,62,56029.91113005561,0.2,0.9,0.8,bus,False,True,False,1.2415512431949787,1.05,1.1356077291364188,1,44.42,5.3,0.613
Verona,Catania,945.0812031268658,45.4384,10.9916,37.5079,15.083,summer,4,19,False,True,budget,62,24151.32938159739,0.95,0.2,0.3,bus,False,True,False,1.2547122443858574,1.25,0.9099220022651981,0,99.76,12.63,0.355
Venezia,Catania,911.5757951888478,45.4408,12.3155,37.5079,15.083,autumn,2,6,False,False,business,46,63270.99700785495,0.2,0.9,0.8,bus,False,True,False,0.7357066665212224,0.95,0.8647897551623996,1,71.48,11.91,0.087
Cagliari,Bari,691.0756209104828,39.2238,9.1217,41.1177,16.8719,summer,1,13,False,False,business,64,77086.84347864275,0.2,0.9,0.8,bus,False,True,False,1.2676182925483337,1.25,0.8363161881909783,0,67.56,8.22,0.288
Reggio Calabria,Firenze,729.4469658878077,38.1061,15.6444,43.7696,11.2558,winter,3,17,False,True,budget,35,23035.83088376848,0.95,0.2,0.3,bus,False,True,False,1.2610037432032855,0.85,1.1803794049369407,0,70.7,13.14,0.538
Palermo,Reggio Calabria,199.7465280604363,38.1157,13.3613,38.1061,15.6444,spring,3,17,False,True,budget,61,28489.3070983292,0.95,0.2,0.3,bus,False,True,False,0.7358800715557005,1.05,1.0761337803024296,0,16.56,3.35,0.938
Torino,Bari,864.8923493150704,45.0703,7.6869,41.1177,16.8719,spring,1,19,False,True,budget,49,17592.800063095507,0.95,0.2,0.3,bus,False,True,False,1.1468719182692702,1.05,0.8673194345674781,0,70.7,13.85,0.47
Torino,Bari,864.8923493150704,45.0703,7.6869,41.1177,16.8719,spring,5,9,True,True,business,44,50789.69274953395,0.2,0.9,0.8,bus,False,True,False,1.510116364560123,1.05,0.9227195543881352,0,90.62,12.18,0.153
Roma,Firenze,230.90767784182412,41.9028,12.4964,43.7696,11.2558,spring,5,8,True,True,business,57,57397.16066321269,0.2,0.9,0.8,train,True,True,False,2.5824956531442638,1.05,0.8678999141054139,0,60.93,2.54,0.86
Venezia,Roma,393.6762811180453,45.4408,12.3155,41.9028,12.4964,winter,1,10,False,False,leisure,60,42830.90651394242,0.8,0.4,0.6,bus,False,True,False,0.9708507460051128,0.85,0.990855771331898,0,26.2,5.63,0.756
Brescia,Pisa,202.79863224408572,45.5416,10.2118,43.7228,10.4017,spring,3,15,False,False,business,68,71577.58192815639,0.2,0.9,0.8,bus,False,True,False,0.9268180709733628,1.05,0.9160976874036935,0,14.73,2.61,0.855
Bologna,Palermo,729.0338004880251,44.4949,11.3426,38.1157,13.3613,spring,6,10,True,False,leisure,38,49619.85841207014,0.8,0.4,0.6,bus,False,True,False,1.5591996787804177,1.05,0.8241290761020293,1,89.06,10.44,0.359
Verona,Bologna,108.48538569355279,45.4384,10.9916,44.4949,11.3426,autumn,5,21,True,False,business,20,65204.11991231622,0.2,0.9,0.8,bus,False,True,False,1.078739778021557,0.95,1.0570891847875037,0,10.72,1.43,0.857
Bologna,Pisa,114.07757628795046,44.4949,11.3426,43.7228,10.4017,summer,2,12,False,False,leisure,68,34296.684155511466,0.8,0.4,0.6,bus,False,True,False,1.3351131254638196,1.25,1.0887864001843361,0,14.24,1.94,0.91
Napoli,Bari,220.54328328614662,40.8518,14.2681,41.1177,16.8719,winter,2,12,False,False,leisure,32,33032.50766719218,0.8,0.4,0.6,train,True,True,False,0.6639764341640383,0.85,1.0221410454051585,0,25.95,2.68,0.908
Salerno,Reggio Calabria,296.1980587882089,40.6824,14.7681,38.1061,15.6444,autumn,3,21,False,False,budget,24,26555.964840809385,0.95,0.2,0.3,bus,False,True,False,0.5246406432640909,0.95,1.1263418688099567,1,27.11,4.91,0.795
Reggio Calabria,Genova,896.0841828577638,38.1061,15.6444,44.4056,8.9463,summer,1,15,False,False,business,57,47087.36931435079,0.2,0.9,0.8,bus,False,True,False,1.160066972949579,1.25,1.0644794996531737,1,123.32,11.11,0.105
Cagliari,Salerno,507.77064634410397,39.2238,9.1217,40.6824,14.7681,winter,5,7,True,False,business,60,67999.08030919512,0.2,0.9,0.8,bus,False,True,False,0.5759292188259957,0.85,1.052746408785272,0,35.4,7.47,0.391
Napoli,Salerno,46.12887918330604,40.8518,14.2681,40.6824,14.7681,winter,0,6,False,False,budget,23,22537.191790425954,0.95,0.2,0.3,bus,True,True,False,0.5344733644844418,0.85,1.0448558463470556,1,3.47,0.81,0.877
Torino,Genova,123.92488645320043,45.0703,7.6869,44.4056,8.9463,autumn,5,11,True,False,budget,28,23788.525043891867,0.95,0.2,0.3,bus,True,True,False,1.0126445333582905,0.95,1.120076742298786,0,13.19,1.75,0.863
