origin,destination,distance,origin_lat,origin_lon,dest_lat,dest_lon,season,day_of_week,hour,is_weekend,is_peak_hour,user_profile,user_age,user_income,price_sensitivity,time_priority,comfort_priority,transport_type,available_train,available_bus,available_flight,base_demand,seasonal_multiplier,weather_factor,special_event,actual_price,actual_time,user_satisfaction
Milano,Cagliari,693.9234456709777,45.4642,9.19,39.2238,9.1217,winter,6,14,True,False,business,48,64166.79913493935,0.2,0.9,0.8,flight,False,False,True,0.7798237854508465,0.85,1.1462497322091292,1,204.03,3.63,0.636
Palermo,Brescia,865.7844690882073,38.1157,13.3613,45.5416,10.2118,winter,2,13,False,False,budget,44,16384.327038436262,0.95,0.2,0.3,bus,False,True,False,0.5324649501460152,0.85,0.9099565657337726,1,48.28,10.93,0.575
Roma,Palermo,427.493249833183,41.9028,12.4964,38.1157,13.3613,spring,2,18,False,True,leisure,43,39400.8989138497,0.8,0.4,0.6,flight,False,False,True,1.4241638699023076,1.05,0.8163373143347841,1,143.15,3.11,0.4
Venezia,Reggio Calabria,860.8238011020906,45.4408,12.3155,38.1061,15.6444,autumn,4,20,False,False,business,33,46961.32286236912,0.2,0.9,0.8,bus,False,True,False,0.5141079764155839,0.95,1.1128171932672695,0,55.69,12.02,0.15
Bari,Verona,675.975714087631,41.1177,16.8719,45.4384,10.9916,autumn,5,8,True,True,leisure,37,47683.92826687709,0.8,0.4,0.6,bus,False,True,False,1.6742045357258455,0.95,0.8420275156908241,0,62.52,9.31,0.464
Pisa,Venezia,243.84268356711726,43.7228,10.4017,45.4408,12.3155,spring,1,9,False,True,budget,18,25233.134108883314,0.95,0.2,0.3,bus,False,True,False,1.8241560748723966,1.05,0.8690526998042597,1,32.78,3.9,0.787
Napoli,Torino,711.4934057926147,40.8518,14.2681,45.0703,7.6869,autumn,4,12,False,False,leisure,35,45907.999503286934,0.8,0.4,0.6,bus,False,True,False,0.9597285527466425,0.95,1.0748149499771111,0,61.79,8.84,0.444
Firenze,Verona,186.7368694197564,43.7696,11.2558,45.4384,10.9916,autumn,2,18,False,True,business,38,53872.854003783716,0.2,0.9,0.8,bus,False,True,False,1.205513953366111,0.95,0.9553401844360108,0,15.64,2.66,0.833
Verona,Catania,945.0812031268658,45.4384,10.9916,37.5079,15.083,winter,3,6,False,False,business,66,42425.79301131644,0.2,0.9,0.8,bus,False,True,False,0.5553354304985134,0.85,1.0711612735913956,0,54.84,14.3,0.173
Firenze,Roma,230.90767784182412,43.7696,11.2558,41.9028,12.4964,winter,5,19,True,True,leisure,19,30563.431781897947,0.8,0.4,0.6,train,True,True,False,1.5519945226402807,0.85,1.0909392531657103,0,45.38,2.68,0.809
Reggio Calabria,Bologna,795.8249306427862,38.1061,15.6444,44.4949,11.3426,summer,4,20,False,False,budget,27,20753.033487524983,0.95,0.2,0.3,bus,False,True,False,1.4036579983201052,1.25,1.1454117518424178,1,133.33,10.77,0.23
Bologna,Milano,200.6962929151698,44.4949,11.3426,45.4642,9.19,summer,4,7,False,False,budget,49,28992.23207708563,0.95,0.2,0.3,bus,True,True,False,1.6823209505380332,1.25,0.9047106255314404,0,24.06,2.46,0.849
Bari,Perugia,430.87804383975475,41.1177,16.8719,43.1107,12.3908,winter,6,18,True,True,leisure,36,49630.786933483316,0.8,0.4,0.6,bus,False,True,False,0.9020187807806344,0.85,1.1162936158618608,0,37.85,6.87,0.645
Verona,Salerno,611.2265733426046,45.4384,10.9916,40.6824,14.7681,winter,4,6,False,False,leisure,62,48006.41244912284,0.8,0.4,0.6,bus,False,True,False,0.5128301843639036,0.85,1.1822850154283908,0,40.72,9.34,0.508
Salerno,Genova,631.2688648162354,40.6824,14.7681,44.4056,8.9463,spring,0,7,False,False,leisure,29,35696.39027712007,0.8,0.4,0.6,bus,False,True,False,1.035022499824692,1.05,0.9110359340225523,0,48.82,8.28,0.536
Bologna,Brescia,146.44191946697546,44.4949,11.3426,45.5416,10.2118,spring,0,18,False,True,leisure,21,46582.68203678919,0.8,0.4,0.6,bus,False,True,False,0.9458597386937956,1.05,1.0148202169071792,0,12.33,2.17,0.89
Reggio Calabria,Bari,350.98395092002374,38.1061,15.6444,41.1177,16.8719,autumn,1,6,False,False,business,50,51893.6535357679,0.2,0.9,0.8,train,True,True,False,0.8681780578490659,0.95,0.9707081523938441,1,60.87,3.02,0.869
Salerno,Bari,183.31805359173563,40.6824,14.7681,41.1177,16.8719,summer,6,6,True,False,leisure,67,35294.98814341403,0.8,0.4,0.6,bus,False,True,False,1.7022040908698992,1.25,0.9766994281310296,0,27.52,2.35,0.847
Milano,Brescia,80.0956664659833,45.4642,9.19,45.5416,10.2118,spring,3,20,False,False,business,40,47341.855813340524,0.2,0.9,0.8,bus,False,True,False,0.7331779292712407,1.05,1.1474544929851278,1,8.11,1.51,0.864
Reggio Calabria,Firenze,729.4469658878077,38.1061,15.6444,43.7696,11.2558,winter,1,15,False,False,leisure,54,33076.317104517344,0.8,0.4,0.6,bus,False,True,False,1.0123227095492588,0.85,1.1332204889082058,0,56.36,10.7,0.455
Bologna,Reggio Calabria,795.8249306427862,44.4949,11.3426,38.1061,15.6444,spring,4,15,False,False,budget,61,29889.950146776657,0.95,0.2,0.3,bus,False,True,False,0.6986086436444657,1.05,1.0700890765422924,0,66.52,10.26,0.563
Salerno,Venezia,565.3081691477066,40.6824,14.7681,45.4408,12.3155,spring,1,11,False,False,business,64,41210.9842134719,0.2,0.9,0.8,bus,False,True,False,1.6234436124082303,1.05,0.863800555241572,0,48.64,7.09,0.413
Reggio Calabria,Catania,82.80663925047362,38.1061,15.6444,37.5079,15.083,winter,1,12,False,False,leisure,45,44419.89892657409,0.8,0.4,0.6,bus,False,True,False,0.5408759402307368,0.85,1.0746194182220168,1,5.7,1.46,0.948
Roma,Catania,536.3805171300909,41.9028,12.4964,37.5079,15.083,autumn,3,10,False,False,leisure,33,38769.40295352909,0.8,0.4,0.6,flight,False,False,True,0.6580727763772404,0.95,1.0023981891632565,1,145.76,2.74,0.463
Firenze,Catania,767.2849235657435,43.7696,11.2558,37.5079,15.083,autumn,6,21,True,False,leisure,57,41750.03973088664,0.8,0.4,0.6,bus,False,True,False,0.9398837046435161,0.95,0.8191442161921489,0,53.67,9.41,0.452
Venezia,Roma,393.6762811180453,45.4408,12.3155,41.9028,12.4964,spring,5,22,True,False,business,30,46461.75701487799,0.2,0.9,0.8,bus,False,True,False,2.0395428619768423,1.05,1.1514715722068076,1,92.51,5.92,0.423
Reggio Calabria,Firenze,729.4469658878077,38.1061,15.6444,43.7696,11.2558,winter,6,22,True,False,budget,69,18634.256375140038,0.95,0.2,0.3,bus,False,True,False,1.2600303025995918,0.85,0.9950394185208316,0,64.12,10.46,0.578
Napoli,Venezia,534.2505044970145,40.8518,14.2681,45.4408,12.3155,spring,2,8,False,True,budget,53,20147.23166865694,0.95,0.2,0.3,bus,False,True,False,1.8383289969445917,1.05,0.8717030740389409,0,58.42,9.03,0.562
Bologna,Firenze,80.94663031227816,44.4949,11.3426,43.7696,11.2558,spring,6,11,True,False,leisure,55,46342.59414094474,0.8,0.4,0.6,bus,True,True,False,1.9554076284351898,1.05,0.8701534594827498,0,10.18,1.38,0.944
Bari,Genova,742.6896340653865,41.1177,16.8719,44.4056,8.9463,summer,0,19,False,True,business,32,72032.07206550826,0.2,0.9,0.8,bus,False,True,False,1.4097302636865248,1.25,0.9327124580234267,0,77.69,11.93,0.15
Reggio Calabria,Perugia,620.4443506941549,38.1061,15.6444,43.1107,12.3908,spring,4,10,False,False,business,44,79202.66268053687,0.2,0.9,0.8,bus,False,True,False,0.9442397819754328,1.05,0.8682014992630362,1,52.48,7.47,0.372
Verona,Perugia,281.7710386926179,45.4384,10.9916,43.1107,12.3908,autumn,5,10,True,False,business,52,43497.832992586365,0.2,0.9,0.8,bus,False,True,False,0.8959337102391511,0.95,0.9618533264481494,0,21.66,3.83,0.702
Napoli,Roma,188.4343711022584,40.8518,14.2681,41.9028,12.4964,autumn,1,10,False,False,leisure,47,27714.956717146168,0.8,0.4,0.6,train,True,True,False,1.231063982776934,0.95,1.0780608025220924,0,35.39,1.9,0.905
Salerno,Cagliari,507.77064634410397,40.6824,14.7681,39.2238,9.1217,spring,4,17,False,True,leisure,39,47505.8997250033,0.8,0.4,0.6,bus,False,True,False,0.9866573545217833,1.05,0.9460127907792637,1,50.07,8.44,0.547
Salerno,Catania,354.03202119450594,40.6824,14.7681,37.5079,15.083,summer,5,8,True,True,leisure,36,31476.39436941938,0.8,0.4,0.6,bus,False,True,False,1.7376606088178164,1.25,0.8849287986968211,0,50.14,5.75,0.644
Perugia,Brescia,321.07389287701164,43.1107,12.3908,45.5416,10.2118,autumn,2,19,False,True,budget,43,19473.16143750773,0.95,0.2,0.3,bus,False,True,False,0.7714963397206523,0.95,1.0830216002359898,0,23.19,5.9,0.825
Pisa,Torino,262.60434927207007,43.7228,10.4017,45.0703,7.6869,winter,1,13,False,False,budget,19,21106.90781596595,0.95,0.2,0.3,bus,False,True,False,0.7529717553779661,0.85,1.072461603989382,1,22.11,3.3,0.842
Salerno,Bologna,508.1775127667676,40.6824,14.7681,44.4949,11.3426,summer,3,18,False,True,budget,39,27087.78351419174,0.95,0.2,0.3,bus,False,True,False,1.6607117599942456,1.25,0.9336587312761977,0,63.88,8.06,0.529
Milano,Bologna,200.6962929151698,45.4642,9.19,44.4949,11.3426,winter,0,15,False,False,budget,59,22146.166329402346,0.95,0.2,0.3,bus,True,True,False,0.6845909709484062,0.85,0.9770235439894088,0,11.07,2.7,0.868
Cagliari,Torino,660.743062984824,39.2238,9.1217,45.0703,7.6869,winter,1,7,False,False,business,40,55243.25832647995,0.2,0.9,0.8,bus,False,True,False,0.7086703472081521,0.85,1.1024712765937466,0,42.95,9.79,0.191
Reggio Calabria,Bari,350.98395092002374,38.1061,15.6444,41.1177,16.8719,spring,0,13,False,False,budget,27,24574.527162537215,0.95,0.2,0.3,bus,True,True,False,1.0141607545912739,1.05,0.8838092927449799,1,36.55,4.4,0.775
Reggio Calabria,Roma,500.0349871399832,38.1061,15.6444,41.9028,12.4964,winter,6,17,True,True,business,33,41469.702898897325,0.2,0.9,0.8,bus,False,True,False,1.6516423963497908,0.85,0.8740098912561992,0,42.67,7.97,0.368
Firenze,Bari,546.907333400625,43.7696,11.2558,41.1177,16.8719,spring,3,17,False,True,leisure,45,47668.22014196727,0.8,0.4,0.6,bus,False,True,False,1.116289405763622,1.05,0.928547846032928,1,56.53,8.32,0.486
Pisa,Verona,196.4021318534141,43.7228,10.4017,45.4384,10.9916,winter,2,9,False,True,budget,63,16573.869154391457,0.95,0.2,0.3,bus,False,True,False,0.9035968496569876,0.85,1.0476789980817247,0,12.07,3.71,0.935
Verona,Roma,411.32750621093555,45.4384,10.9916,41.9028,12.4964,winter,1,14,False,False,leisure,57,45102.25545283908,0.8,0.4,0.6,bus,False,True,False,0.9340395541987911,0.85,0.9362070435897811,0,24.26,5.22,0.809
Firenze,Torino,318.1646173611902,43.7696,11.2558,45.0703,7.6869,summer,0,8,False,True,leisure,51,37144.39523208933,0.8,0.4,0.6,bus,False,True,False,1.6300260572812821,1.25,1.0635060713489697,0,41.03,5.34,0.741
Firenze,Roma,230.90767784182412,43.7696,11.2558,41.9028,12.4964,winter,1,15,False,False,business,36,59645.49395676385,0.2,0.9,0.8,train,True,True,False,0.9408311216018157,0.85,0.8850296009642723,1,30.41,2.5,0.911
Napoli,Reggio Calabria,327.34944460362357,40.8518,14.2681,38.1061,15.6444,winter,3,12,False,False,budget,31,28120.86988888703,0.95,0.2,0.3,bus,False,True,False,0.41952107424800417,0.85,1.1488048507472683,1,25.86,5.14,0.769
Bari,Reggio Calabria,350.98395092002374,41.1177,16.8719,38.1061,15.6444,winter,1,11,False,False,business,58,56782.25798216292,0.2,0.9,0.8,train,True,True,False,0.454386608044921,0.85,1.1887124557579662,0,40.68,4.02,0.765
Milano,Napoli,657.5097077152005,45.4642,9.19,40.8518,14.2681,autumn,5,22,True,False,business,53,67206.45862607521,0.2,0.9,0.8,bus,False,True,False,1.331254266953165,0.95,1.0301056280973608,1,87.69,8.77,0.172
Brescia,Milano,80.0956664659833,45.5416,10.2118,45.4642,9.19,spring,3,13,False,False,budget,37,28710.92657352647,0.95,0.2,0.3,bus,False,True,False,1.2925230738433013,1.05,0.8140259257553828,0,6.17,1.02,0.947
Bologna,Salerno,508.1775127667676,44.4949,11.3426,40.6824,14.7681,summer,5,17,True,True,leisure,62,43268.5012189696,0.8,0.4,0.6,bus,False,True,False,1.4471724849736545,1.25,0.9957649775905859,1,101.79,8.4,0.356
Brescia,Bari,729.0395435734436,45.5416,10.2118,41.1177,16.8719,spring,5,18,True,True,leisure,42,38247.39788170164,0.8,0.4,0.6,bus,False,True,False,1.5300285355224357,1.05,1.159659375044623,0,109.98,12.7,0.28
Reggio Calabria,Pisa,763.91751086906,38.1061,15.6444,43.7228,10.4017,summer,4,21,False,False,leisure,38,41682.104492740444,0.8,0.4,0.6,bus,False,True,False,1.288559653444358,1.25,0.9994972530455948,0,91.24,8.45,0.402
Verona,Brescia,61.85990719992917,45.4384,10.9916,45.5416,10.2118,spring,3,7,False,False,leisure,19,42581.86452974966,0.8,0.4,0.6,bus,True,True,False,0.7570140515988151,1.05,1.1075705544922818,0,5.21,1.19,0.905
Cagliari,Brescia,708.1698769120402,39.2238,9.1217,45.5416,10.2118,winter,5,18,True,True,business,59,40403.19119327154,0.2,0.9,0.8,bus,False,True,False,0.8172344842849018,0.85,0.9249279717975156,1,60.8,10.61,0.109
Salerno,Perugia,334.0688317641506,40.6824,14.7681,43.1107,12.3908,spring,0,13,False,False,budget,42,28485.55618387723,0.95,0.2,0.3,bus,False,True,False,0.9139588512891464,1.05,0.8766696761787603,0,21.26,4.48,0.812
Bologna,Firenze,80.94663031227816,44.4949,11.3426,43.7696,11.2558,autumn,0,20,False,False,business,32,70561.3856749188,0.2,0.9,0.8,train,True,True,False,1.3837471676714517,0.95,1.0925822309691582,0,15.48,1.14,0.925
Pisa,Venezia,243.84268356711726,43.7228,10.4017,45.4408,12.3155,summer,6,15,True,False,leisure,52,28311.51772178796,0.8,0.4,0.6,bus,False,True,False,2.82170511051199,1.25,1.0914085680987287,1,71.84,3.47,0.655
Salerno,Reggio Calabria,296.1980587882089,40.6824,14.7681,38.1061,15.6444,spring,4,6,False,False,leisure,29,26366.414721862227,0.8,0.4,0.6,bus,False,True,False,0.6930629711813534,1.05,0.8957177744755841,0,19.47,4.34,0.837
Venezia,Verona,103.29133579911766,45.4408,12.3155,45.4384,10.9916,winter,6,14,True,False,leisure,53,33390.579445328534,0.8,0.4,0.6,train,True,True,False,0.917497524092204,0.85,0.9121183129408564,0,12.36,1.31,0.919
Milano,Genova,119.26364173374084,45.4642,9.19,44.4056,8.9463,summer,6,11,True,False,budget,19,26972.077232723237,0.95,0.2,0.3,bus,True,True,False,1.5654513952464257,1.25,0.9352748142251077,0,17.05,1.71,0.852
